FullDate,Season,PlayDay,DateKey
1991-09-07,1991,5,1923
1991-09-08,1991,5,1924
1991-09-14,1991,6,1925
1991-09-15,1991,6,1926
1991-09-20,1991,7,1927
1991-09-21,1991,7,1928
1991-09-22,1991,7,1929
1991-09-27,1991,8,1930
1991-09-28,1991,8,1931
1991-09-29,1991,8,1932
1991-10-04,1991,9,1933
1991-10-05,1991,9,1934
1991-10-06,1991,9,1935
1991-10-12,1991,10,1936
1991-10-13,1991,10,1937
1991-10-18,1991,11,1938
1991-10-19,1991,11,1939
1991-10-20,1991,11,1940
1991-11-01,1991,12,1941
1991-11-02,1991,12,1942
1991-11-03,1991,12,1943
1991-11-08,1991,13,1944
1991-11-09,1991,13,1945
1991-11-10,1991,13,1946
1991-11-22,1991,14,1947
1991-11-23,1991,14,1948
1991-11-24,1991,14,1949
1991-11-29,1991,15,1950
1991-11-30,1991,15,1951
1991-12-01,1991,15,1952
1991-12-06,1991,16,1953
1991-12-07,1991,16,1954
1991-12-08,1991,16,1955
1991-12-13,1991,17,1956
1991-12-14,1991,17,1957
1991-12-15,1991,17,1958
1992-01-11,1991,18,1959
1992-01-12,1991,18,1960
1992-01-17,1991,19,1961
1992-01-18,1991,19,1962
1992-01-19,1991,19,1963
1992-01-24,1991,20,1964
1992-01-25,1991,20,1965
1992-01-26,1991,20,1966
1992-02-01,1991,21,1967
1992-02-02,1991,21,1968
1992-02-22,1991,21,1969
1992-03-07,1991,21,1970
1992-02-07,1991,22,1971
1992-02-08,1991,22,1972
1992-02-09,1991,22,1973
1992-02-14,1991,23,1974
1992-02-15,1991,23,1975
1992-02-16,1991,23,1976
1992-02-29,1991,24,1977
1992-03-01,1991,24,1978
1992-03-13,1991,25,1979
1992-03-14,1991,25,1980
1992-03-15,1991,25,1981
1992-03-20,1991,26,1982
1992-03-21,1991,26,1983
1992-03-22,1991,26,1984
1992-03-27,1991,27,1985
1992-03-28,1991,27,1986
1992-03-29,1991,27,1987
1992-04-03,1991,28,1988
1992-04-04,1991,28,1989
1992-04-05,1991,28,1990
1992-04-10,1991,29,1991
1992-04-11,1991,29,1992
1992-04-12,1991,29,1993
1992-04-25,1991,30,1994
1992-04-26,1991,30,1995
1992-04-30,1991,31,1996
1992-05-01,1991,31,1997
1992-05-02,1991,31,1998
1992-05-03,1991,31,1999
1992-05-10,1991,32,2000
1992-05-17,1991,33,2001
1992-05-24,1991,34,2002
1992-08-07,1992,1,2003
1992-08-08,1992,1,2004
1992-08-09,1992,1,2005
1992-08-14,1992,2,2006
1992-08-15,1992,2,2007
1992-08-16,1992,2,2008
1992-08-19,1992,3,2009
1992-08-22,1992,4,2010
1992-08-23,1992,4,2011
1992-09-05,1992,5,2012
1992-09-06,1992,5,2013
1992-10-07,1992,5,2014
1992-09-11,1992,6,2015
1992-09-12,1992,6,2016
1992-09-13,1992,6,2017
1992-09-18,1992,7,2018
1992-09-19,1992,7,2019
1992-09-20,1992,7,2020
1992-09-25,1992,8,2021
1992-09-26,1992,8,2022
1992-09-27,1992,8,2023
1992-10-02,1992,9,2024
1992-10-03,1992,9,2025
1992-10-04,1992,9,2026
1993-04-28,1992,9,2027
1992-10-16,1992,10,2028
1992-10-17,1992,10,2029
1992-10-18,1992,10,2030
1992-10-24,1992,11,2031
1992-10-25,1992,11,2032
1992-11-06,1992,12,2033
1992-11-07,1992,12,2034
1992-11-08,1992,12,2035
1992-11-20,1992,13,2036
1992-11-21,1992,13,2037
1992-11-22,1992,13,2038
1992-11-28,1992,14,2039
1992-11-29,1992,14,2040
1992-12-04,1992,15,2041
1992-12-05,1992,15,2042
1992-12-06,1992,15,2043
1992-12-11,1992,16,2044
1992-12-12,1992,16,2045
1992-12-13,1992,16,2046
1992-12-18,1992,17,2047
1992-12-19,1992,17,2048
1992-12-20,1992,17,2049
1993-01-09,1992,18,2050
1993-01-10,1992,18,2051
1993-01-16,1992,19,2052
1993-01-17,1992,19,2053
1993-01-22,1992,20,2054
1993-01-23,1992,20,2055
1993-01-24,1992,20,2056
1993-01-29,1992,21,2057
1993-01-30,1992,21,2058
1993-01-31,1992,21,2059
1993-02-06,1992,22,2060
1993-02-07,1992,22,2061
1993-02-19,1992,23,2062
1993-02-20,1992,23,2063
1993-02-21,1992,23,2064
1993-02-26,1992,24,2065
1993-02-27,1992,24,2066
1993-05-06,1992,24,2067
1993-03-05,1992,25,2068
1993-03-06,1992,25,2069
1993-03-07,1992,25,2070
1993-03-13,1992,26,2071
1993-03-14,1992,26,2072
1993-03-19,1992,27,2073
1993-03-20,1992,27,2074
1993-03-21,1992,27,2075
1993-04-03,1992,28,2076
1993-04-04,1992,28,2077
1993-04-09,1992,29,2078
1993-04-10,1992,29,2079
1993-04-11,1992,29,2080
1993-05-04,1992,29,2081
1993-04-16,1992,30,2082
1993-04-17,1992,30,2083
1993-04-18,1992,30,2084
1993-04-23,1992,31,2085
1993-04-24,1992,31,2086
1993-04-25,1992,31,2087
1993-04-30,1992,32,2088
1993-05-01,1992,32,2089
1993-05-02,1992,32,2090
1993-05-09,1992,33,2091
1993-05-16,1992,34,2092
1993-08-07,1993,1,2093
1993-08-08,1993,1,2094
1993-08-12,1993,2,2095
1993-08-13,1993,2,2096
1993-08-14,1993,2,2097
1993-08-15,1993,2,2098
1993-08-20,1993,3,2099
1993-08-21,1993,3,2100
1993-08-22,1993,3,2101
1993-08-24,1993,4,2102
1993-08-25,1993,4,2103
1993-08-28,1993,5,2104
1993-08-29,1993,5,2105
1993-09-03,1993,6,2106
1993-09-04,1993,6,2107
1993-09-05,1993,6,2108
1993-09-10,1993,7,2109
1993-09-11,1993,7,2110
1993-09-12,1993,7,2111
1993-09-18,1993,8,2112
1993-09-19,1993,8,2113
1993-09-23,1993,9,2114
1993-09-24,1993,9,2115
1993-09-25,1993,9,2116
1993-10-01,1993,10,2117
1993-10-02,1993,10,2118
1993-10-03,1993,10,2119
1993-10-15,1993,11,2120
1993-10-16,1993,11,2121
1993-10-17,1993,11,2122
1993-10-23,1993,12,2123
1993-10-24,1993,12,2124
1993-10-29,1993,13,2125
1993-10-30,1993,13,2126
1993-10-31,1993,13,2127
1993-11-20,1993,14,2128
1993-11-21,1993,14,2129
1993-11-26,1993,15,2130
1993-11-27,1993,15,2131
1993-11-28,1993,15,2132
1993-12-03,1993,16,2133
1993-12-04,1993,16,2134
1993-12-05,1993,16,2135
1993-12-10,1993,17,2136
1993-12-11,1993,17,2137
1993-12-12,1993,17,2138
1993-12-17,1993,18,2139
1993-12-18,1993,18,2140
1993-12-19,1993,18,2141
1994-01-08,1993,19,2142
1994-01-09,1993,19,2143
1994-01-14,1993,20,2144
1994-01-15,1993,20,2145
1994-01-16,1993,20,2146
1994-01-21,1993,21,2147
1994-01-22,1993,21,2148
1994-01-23,1993,21,2149
1994-01-29,1993,22,2150
1994-01-30,1993,22,2151
1994-02-04,1993,23,2152
1994-02-05,1993,23,2153
1994-02-06,1993,23,2154
1994-02-11,1993,24,2155
1994-02-12,1993,24,2156
1994-02-13,1993,24,2157
1994-02-25,1993,25,2158
1994-02-26,1993,25,2159
1994-02-27,1993,25,2160
1994-03-04,1993,26,2161
1994-03-05,1993,26,2162
1994-03-06,1993,26,2163
1994-03-18,1993,27,2164
1994-03-19,1993,27,2165
1994-03-20,1993,27,2166
1994-03-25,1993,28,2167
1994-03-26,1993,28,2168
1994-03-27,1993,28,2169
1994-04-08,1993,29,2170
1994-04-09,1993,29,2171
1994-04-10,1993,29,2172
1994-04-16,1993,30,2173
1994-04-17,1993,30,2174
1994-04-22,1993,31,2175
1994-04-23,1993,31,2176
1994-04-24,1993,31,2177
1994-04-29,1993,32,2178
1994-04-30,1993,32,2179
1994-05-08,1993,33,2180
1994-05-15,1993,34,2181
1994-08-19,1994,1,2182
1994-08-20,1994,1,2183
1994-08-21,1994,1,2184
1994-08-26,1994,2,2185
1994-08-27,1994,2,2186
1994-08-28,1994,2,2187
1994-08-31,1994,3,2188
1994-09-01,1994,3,2189
1994-09-09,1994,4,2190
1994-09-10,1994,4,2191
1994-09-11,1994,4,2192
1994-09-17,1994,5,2193
1994-09-18,1994,5,2194
1994-09-23,1994,6,2195
1994-09-24,1994,6,2196
1994-09-25,1994,6,2197
1994-09-30,1994,7,2198
1994-10-01,1994,7,2199
1994-10-02,1994,7,2200
1994-10-15,1994,8,2201
1994-10-16,1994,8,2202
1994-10-22,1994,9,2203
1994-10-23,1994,9,2204
1994-10-29,1994,10,2205
1994-10-30,1994,10,2206
1994-11-08,1994,11,2207
1994-11-09,1994,11,2208
1994-11-10,1994,11,2209
1994-11-18,1994,12,2210
1994-11-19,1994,12,2211
1994-11-20,1994,12,2212
1994-11-26,1994,13,2213
1994-11-27,1994,13,2214
1994-12-02,1994,14,2215
1994-12-03,1994,14,2216
1994-12-04,1994,14,2217
1994-12-10,1994,15,2218
1995-03-22,1994,15,2219
1994-12-18,1994,16,2220
1994-12-21,1994,16,2221
1994-12-22,1994,16,2222
1995-05-14,1994,16,2223
1995-01-31,1994,17,2224
1995-02-01,1994,17,2225
1995-02-08,1994,17,2226
1995-01-14,1994,18,2227
1995-01-15,1994,18,2228
1995-01-20,1994,19,2229
1995-01-21,1994,19,2230
1995-01-22,1994,19,2231
1995-01-28,1994,20,2232
1995-01-29,1994,20,2233
1995-03-22,1994,20,2234
1995-04-12,1994,20,2235
1995-02-03,1994,21,2236
1995-02-04,1994,21,2237
1995-02-05,1994,21,2238
1995-02-10,1994,22,2239
1995-02-11,1994,22,2240
1995-04-12,1994,22,2241
1995-02-17,1994,23,2242
1995-02-18,1994,23,2243
1995-02-19,1994,23,2244
1995-02-24,1994,24,2245
1995-02-25,1994,24,2246
1995-02-26,1994,24,2247
1995-04-20,1994,24,2248
1995-03-03,1994,25,2249
1995-03-04,1994,25,2250
1995-03-05,1994,25,2251
1995-03-10,1994,26,2252
1995-03-11,1994,26,2253
1995-03-12,1994,26,2254
1995-03-17,1994,27,2255
1995-03-18,1994,27,2256
1995-03-19,1994,27,2257
1995-04-01,1994,28,2258
1995-04-02,1994,28,2259
1995-04-07,1994,29,2260
1995-04-08,1994,29,2261
1995-04-09,1994,29,2262
1995-04-15,1994,30,2263
1995-04-16,1994,30,2264
1995-04-17,1994,30,2265
1995-04-29,1994,31,2266
1995-04-30,1994,31,2267
1995-05-02,1994,31,2268
1995-05-06,1994,32,2269
1995-05-07,1994,32,2270
1994-12-21,1994,33,2271
1995-05-14,1994,33,2272
1995-05-20,1994,34,2273
1995-08-04,1995,1,2274
1995-08-05,1995,1,2275
1995-08-06,1995,1,2276
1995-08-11,1995,2,2277
1995-08-12,1995,2,2278
1995-08-13,1995,2,2279
1995-08-15,1995,3,2280
1995-08-16,1995,3,2281
1995-10-11,1995,3,2282
1995-08-19,1995,4,2283
1995-08-20,1995,4,2284
1995-08-26,1995,5,2285
1995-08-27,1995,5,2286
1995-08-29,1995,6,2287
1995-08-30,1995,6,2288
1995-11-11,1995,6,2289
1995-09-09,1995,7,2290
1995-09-10,1995,7,2291
1995-09-15,1995,8,2292
1995-09-16,1995,8,2293
1995-09-17,1995,8,2294
1995-09-20,1995,9,2295
1995-09-23,1995,10,2296
1995-09-24,1995,10,2297
1995-09-29,1995,11,2298
1995-09-30,1995,11,2299
1995-10-01,1995,11,2300
1995-10-13,1995,12,2301
1995-10-14,1995,12,2302
1995-10-15,1995,12,2303
1995-10-21,1995,13,2304
1995-10-22,1995,13,2305
1995-10-27,1995,14,2306
1995-10-28,1995,14,2307
1995-10-29,1995,14,2308
1995-11-03,1995,15,2309
1995-11-04,1995,15,2310
1995-11-05,1995,15,2311
1995-11-18,1995,16,2312
1995-11-19,1995,16,2313
1995-11-24,1995,17,2314
1995-11-25,1995,17,2315
1995-11-26,1995,17,2316
1995-12-01,1995,18,2317
1995-12-02,1995,18,2318
1995-12-03,1995,18,2319
1995-12-15,1995,19,2320
1995-12-16,1995,19,2321
1995-12-17,1995,19,2322
1995-12-20,1995,20,2323
1995-12-21,1995,20,2324
1995-12-23,1995,20,2325
1996-01-25,1995,21,2326
1996-01-27,1995,21,2327
1996-01-28,1995,21,2328
1996-02-02,1995,22,2329
1996-02-03,1995,22,2330
1996-02-04,1995,22,2331
1996-02-10,1995,23,2332
1996-02-11,1995,23,2333
1996-02-17,1995,24,2334
1996-02-18,1995,24,2335
1996-03-22,1995,25,2336
1996-03-23,1995,25,2337
1996-03-24,1995,25,2338
1996-03-01,1995,26,2339
1996-03-02,1995,26,2340
1996-03-03,1995,26,2341
1996-03-08,1995,27,2342
1996-03-09,1995,27,2343
1996-03-10,1995,27,2344
1996-03-15,1995,28,2345
1996-03-16,1995,28,2346
1996-03-17,1995,28,2347
1996-03-30,1995,29,2348
1996-03-31,1995,29,2349
1996-04-05,1995,30,2350
1996-04-06,1995,30,2351
1996-04-12,1995,31,2352
1996-04-13,1995,31,2353
1996-04-14,1995,31,2354
1996-04-19,1995,32,2355
1996-04-20,1995,32,2356
1996-04-21,1995,32,2357
1996-05-05,1995,33,2358
1996-05-12,1995,34,2359
1996-08-01,1996,1,2360
1996-08-02,1996,1,2361
1996-08-03,1996,1,2362
1996-08-10,1996,2,2363
1996-08-11,1996,2,2364
1996-08-16,1996,3,2365
1996-08-17,1996,3,2366
1996-08-18,1996,3,2367
1996-08-24,1996,4,2368
1996-08-25,1996,4,2369
1996-09-06,1996,5,2370
1996-09-07,1996,5,2371
1996-09-08,1996,5,2372
1996-09-14,1996,6,2373
1996-09-15,1996,6,2374
1996-09-20,1996,7,2375
1996-09-21,1996,7,2376
1996-09-22,1996,7,2377
1996-09-28,1996,8,2378
1996-09-29,1996,8,2379
1996-11-06,1996,8,2380
1996-10-04,1996,9,2381
1996-10-05,1996,9,2382
1996-10-12,1996,10,2383
1996-10-13,1996,10,2384
1996-10-18,1996,11,2385
1996-10-19,1996,11,2386
1996-10-25,1996,12,2387
1996-10-26,1996,12,2388
1996-10-27,1996,12,2389
1996-11-01,1996,13,2390
1996-11-02,1996,13,2391
1996-11-03,1996,13,2392
1996-11-08,1996,14,2393
1996-11-09,1996,14,2394
1996-11-10,1996,14,2395
1996-11-15,1996,15,2396
1996-11-16,1996,15,2397
1996-11-17,1996,15,2398
1996-11-22,1996,16,2399
1996-11-23,1996,16,2400
1996-11-24,1996,16,2401
1996-11-29,1996,17,2402
1996-11-30,1996,17,2403
1996-12-01,1996,17,2404
1996-12-20,1996,18,2405
1996-12-21,1996,18,2406
1996-12-22,1996,18,2407
1997-01-18,1996,19,2408
1997-01-19,1996,19,2409
1997-02-05,1996,19,2410
1997-01-24,1996,20,2411
1997-01-25,1996,20,2412
1997-01-26,1996,20,2413
1997-02-01,1996,21,2414
1997-02-02,1996,21,2415
1997-02-07,1996,22,2416
1997-02-08,1996,22,2417
1997-02-09,1996,22,2418
1997-02-15,1996,23,2419
1997-02-16,1996,23,2420
1997-02-22,1996,24,2421
1997-02-23,1996,24,2422
1997-02-28,1996,25,2423
1997-03-01,1996,25,2424
1997-03-02,1996,25,2425
1997-03-07,1996,26,2426
1997-03-08,1996,26,2427
1997-03-09,1996,26,2428
1997-03-14,1996,27,2429
1997-03-15,1996,27,2430
1997-03-16,1996,27,2431
1997-03-21,1996,28,2432
1997-03-22,1996,28,2433
1997-03-23,1996,28,2434
1997-04-02,1996,29,2435
1997-04-05,1996,29,2436
1997-04-11,1996,30,2437
1997-04-12,1996,30,2438
1997-04-19,1996,31,2439
1997-04-20,1996,31,2440
1997-05-09,1996,32,2441
1997-05-10,1996,32,2442
1997-05-11,1996,32,2443
1997-05-18,1996,33,2444
1997-05-25,1996,34,2445
1997-08-08,1997,1,2446
1997-08-09,1997,1,2447
1997-08-10,1997,1,2448
1997-12-03,1997,1,2449
1997-08-16,1997,2,2450
1997-08-17,1997,2,2451
1997-08-22,1997,3,2452
1997-08-23,1997,3,2453
1997-08-24,1997,3,2454
1997-08-30,1997,4,2455
1997-08-31,1997,4,2456
1997-09-12,1997,5,2457
1997-09-13,1997,5,2458
1997-12-17,1997,5,2459
1997-09-19,1997,6,2460
1997-09-20,1997,6,2461
1997-09-21,1997,6,2462
1997-09-26,1997,7,2463
1997-09-27,1997,7,2464
1997-09-28,1997,7,2465
1997-10-04,1997,8,2466
1997-10-05,1997,8,2467
1997-10-17,1997,9,2468
1997-10-18,1997,9,2469
1997-10-19,1997,9,2470
1997-11-01,1997,10,2471
1997-11-02,1997,10,2472
1997-11-14,1997,10,2473
1997-12-03,1997,10,2474
1997-11-08,1997,11,2475
1997-11-09,1997,11,2476
1997-11-18,1997,12,2477
1997-11-19,1997,12,2478
1997-11-22,1997,13,2479
1997-11-23,1997,13,2480
1997-11-29,1997,14,2481
1997-11-30,1997,14,2482
1997-12-05,1997,15,2483
1997-12-06,1997,15,2484
1997-12-07,1997,15,2485
1997-12-13,1997,16,2486
1997-12-14,1997,16,2487
1997-12-19,1997,17,2488
1997-12-20,1997,17,2489
1997-12-21,1997,17,2490
1998-01-17,1997,18,2491
1998-01-18,1997,18,2492
1998-01-23,1997,19,2493
1998-01-24,1997,19,2494
1998-01-25,1997,19,2495
1998-01-30,1997,20,2496
1998-01-31,1997,20,2497
1998-02-01,1997,20,2498
1998-02-07,1997,21,2499
1998-02-08,1997,21,2500
1998-02-13,1997,22,2501
1998-02-14,1997,22,2502
1998-02-15,1997,22,2503
1998-02-20,1997,23,2504
1998-02-21,1997,23,2505
1998-02-22,1997,23,2506
1998-02-28,1997,24,2507
1998-03-01,1997,24,2508
1998-03-06,1997,25,2509
1998-03-07,1997,25,2510
1998-03-08,1997,25,2511
1998-03-13,1997,26,2512
1998-03-14,1997,26,2513
1998-03-15,1997,26,2514
1998-03-20,1997,27,2515
1998-03-21,1997,27,2516
1998-03-22,1997,27,2517
1998-04-03,1997,28,2518
1998-04-04,1997,28,2519
1998-04-05,1997,28,2520
1998-04-10,1997,29,2521
1998-04-11,1997,29,2522
1998-04-12,1997,29,2523
1998-04-18,1997,30,2524
1998-04-19,1997,30,2525
1998-04-25,1997,31,2526
1998-04-26,1997,31,2527
1998-04-28,1997,32,2528
1998-04-29,1997,32,2529
1998-05-03,1997,33,2530
1998-05-10,1997,34,2531
1998-08-21,1998,1,2532
1998-08-22,1998,1,2533
1998-08-23,1998,1,2534
1998-08-29,1998,2,2535
1998-08-30,1998,2,2536
1998-09-01,1998,3,2537
1998-09-02,1998,3,2538
1998-09-23,1998,3,2539
1998-09-05,1998,4,2540
1998-09-06,1998,4,2541
1998-09-23,1998,4,2542
1998-09-09,1998,5,2543
1998-09-12,1998,6,2544
1998-09-13,1998,6,2545
1998-09-18,1998,7,2546
1998-09-19,1998,7,2547
1998-09-20,1998,7,2548
1998-09-25,1998,8,2549
1998-09-26,1998,8,2550
1998-09-27,1998,8,2551
1998-10-02,1998,9,2552
1998-10-03,1998,9,2553
1998-10-04,1998,9,2554
1998-10-10,1998,10,2555
1998-10-11,1998,10,2556
1998-10-23,1998,11,2557
1998-10-24,1998,11,2558
1998-10-25,1998,11,2559
1998-10-30,1998,12,2560
1998-10-31,1998,12,2561
1998-11-07,1998,13,2562
1998-11-08,1998,13,2563
1998-11-14,1998,14,2564
1998-11-15,1998,14,2565
1998-11-21,1998,15,2566
1998-11-22,1998,15,2567
1998-11-27,1998,16,2568
1998-11-28,1998,16,2569
1998-11-29,1998,16,2570
1998-12-04,1998,17,2571
1998-12-05,1998,17,2572
1998-12-06,1998,17,2573
1999-01-13,1998,17,2574
1999-02-06,1998,17,2575
1998-12-12,1998,18,2576
1998-12-13,1998,18,2577
1999-04-09,1998,18,2578
1998-12-18,1998,19,2579
1998-12-19,1998,19,2580
1998-12-20,1998,19,2581
1999-01-15,1998,20,2582
1999-01-16,1998,20,2583
1999-01-17,1998,20,2584
1999-01-18,1998,20,2585
1999-01-23,1998,21,2586
1999-01-24,1998,21,2587
1999-01-27,1998,21,2588
1999-01-29,1998,22,2589
1999-01-30,1998,22,2590
1999-01-31,1998,22,2591
1999-02-12,1998,23,2592
1999-02-13,1998,23,2593
1999-02-14,1998,23,2594
1999-02-20,1998,23,2595
1999-03-10,1998,23,2596
1999-02-26,1998,24,2597
1999-02-27,1998,24,2598
1999-02-28,1998,24,2599
1999-03-10,1998,24,2600
1999-03-05,1998,25,2601
1999-03-06,1998,25,2602
1999-03-07,1998,25,2603
1999-03-12,1998,26,2604
1999-03-13,1998,26,2605
1999-03-14,1998,26,2606
1999-03-19,1998,27,2607
1999-03-20,1998,27,2608
1999-03-21,1998,27,2609
1999-04-02,1998,28,2610
1999-04-03,1998,28,2611
1999-04-17,1998,29,2612
1999-04-18,1998,29,2613
1999-04-24,1998,30,2614
1999-04-25,1998,30,2615
1999-04-30,1998,31,2616
1999-05-01,1998,31,2617
1999-05-02,1998,31,2618
1999-04-11,1998,32,2619
1999-05-05,1998,32,2620
1999-05-08,1998,33,2621
1999-05-09,1998,33,2622
1999-05-16,1998,34,2623
1999-08-06,1999,1,2624
1999-08-07,1999,1,2625
1999-08-08,1999,1,2626
1999-08-14,1999,2,2627
1999-08-15,1999,2,2628
1999-08-21,1999,3,2629
1999-08-22,1999,3,2630
1999-08-28,1999,4,2631
1999-08-29,1999,4,2632
1999-09-11,1999,5,2633
1999-09-12,1999,5,2634
1999-12-08,1999,5,2635
2000-02-27,1999,5,2636
1999-09-17,1999,6,2637
1999-09-18,1999,6,2638
1999-09-19,1999,6,2639
1999-09-24,1999,7,2640
1999-09-25,1999,7,2641
1999-09-26,1999,7,2642
1999-10-01,1999,8,2643
1999-10-02,1999,8,2644
1999-10-03,1999,8,2645
1999-10-13,1999,9,2646
1999-10-23,1999,10,2647
1999-10-24,1999,10,2648
1999-10-28,1999,11,2649
1999-10-30,1999,11,2650
1999-10-31,1999,11,2651
1999-11-05,1999,12,2652
1999-11-06,1999,12,2653
1999-11-07,1999,12,2654
1999-11-10,1999,13,2655
1999-11-19,1999,14,2656
1999-11-20,1999,14,2657
1999-11-21,1999,14,2658
1999-11-26,1999,15,2659
1999-11-27,1999,15,2660
1999-11-28,1999,15,2661
1999-12-04,1999,16,2662
1999-12-05,1999,16,2663
1999-12-11,1999,17,2664
1999-12-12,1999,17,2665
2000-01-11,1999,18,2666
2000-01-12,1999,18,2667
2000-01-15,1999,19,2668
2000-01-16,1999,19,2669
2000-01-21,1999,20,2670
2000-01-22,1999,20,2671
2000-01-23,1999,20,2672
2000-01-28,1999,21,2673
2000-01-29,1999,21,2674
2000-01-30,1999,21,2675
2000-02-05,1999,22,2676
2000-02-06,1999,22,2677
2000-03-01,1999,22,2678
2000-02-11,1999,23,2679
2000-02-12,1999,23,2680
2000-02-13,1999,23,2681
2000-02-18,1999,24,2682
2000-02-19,1999,24,2683
2000-02-20,1999,24,2684
2000-03-04,1999,25,2685
2000-03-05,1999,25,2686
2000-03-10,1999,26,2687
2000-03-11,1999,26,2688
2000-03-12,1999,26,2689
2000-03-18,1999,27,2690
2000-03-19,1999,27,2691
2000-03-24,1999,28,2692
2000-03-25,1999,28,2693
2000-03-26,1999,28,2694
2000-04-01,1999,29,2695
2000-04-02,1999,29,2696
2000-04-07,1999,30,2697
2000-04-08,1999,30,2698
2000-04-09,1999,30,2699
2000-04-15,1999,31,2700
2000-04-16,1999,31,2701
2000-04-21,1999,32,2702
2000-04-22,1999,32,2703
2000-05-06,1999,33,2704
2000-05-11,1999,34,2705
2000-08-12,2000,1,2706
2000-08-13,2000,1,2707
2000-08-19,2000,2,2708
2000-08-20,2000,2,2709
2000-08-25,2000,3,2710
2000-08-26,2000,3,2711
2000-08-27,2000,3,2712
2001-01-27,2000,3,2713
2000-09-05,2000,4,2714
2000-09-06,2000,4,2715
2000-09-09,2000,5,2716
2000-09-10,2000,5,2717
2000-09-16,2000,6,2718
2000-09-17,2000,6,2719
2000-09-22,2000,7,2720
2000-09-23,2000,7,2721
2000-09-24,2000,7,2722
2000-11-01,2000,7,2723
2000-09-29,2000,8,2724
2000-09-30,2000,8,2725
2000-10-01,2000,8,2726
2000-10-13,2000,9,2727
2000-10-14,2000,9,2728
2000-10-15,2000,9,2729
2000-10-20,2000,10,2730
2000-10-21,2000,10,2731
2000-10-22,2000,10,2732
2000-10-27,2000,11,2733
2000-10-28,2000,11,2734
2000-10-29,2000,11,2735
2000-11-11,2000,12,2736
2000-11-12,2000,12,2737
2000-11-17,2000,13,2738
2000-11-18,2000,13,2739
2000-11-19,2000,13,2740
2000-11-24,2000,14,2741
2000-11-25,2000,14,2742
2000-11-26,2000,14,2743
2000-12-01,2000,15,2744
2000-12-02,2000,15,2745
2000-12-03,2000,15,2746
2000-12-08,2000,16,2747
2000-12-09,2000,16,2748
2000-12-10,2000,16,2749
2000-12-15,2000,17,2750
2000-12-16,2000,17,2751
2000-12-17,2000,17,2752
2000-12-20,2000,18,2753
2001-02-24,2000,18,2754
2001-01-19,2000,19,2755
2001-01-20,2000,19,2756
2001-01-21,2000,19,2757
2001-02-24,2000,19,2758
2000-08-26,2000,20,2759
2001-01-27,2000,20,2760
2001-01-28,2000,20,2761
2001-02-02,2000,21,2762
2001-02-03,2000,21,2763
2001-02-04,2000,21,2764
2001-02-09,2000,22,2765
2001-02-10,2000,22,2766
2001-02-11,2000,22,2767
2001-02-16,2000,23,2768
2001-02-17,2000,23,2769
2001-02-18,2000,23,2770
2001-03-03,2000,24,2771
2001-03-04,2000,24,2772
2001-03-09,2000,25,2773
2001-03-10,2000,25,2774
2001-03-11,2000,25,2775
2001-03-17,2000,26,2776
2001-03-18,2000,26,2777
2001-03-30,2000,27,2778
2001-03-31,2000,27,2779
2001-04-01,2000,27,2780
2001-04-06,2000,28,2781
2001-04-07,2000,28,2782
2001-04-13,2000,29,2783
2001-04-14,2000,29,2784
2001-04-15,2000,29,2785
2001-04-20,2000,30,2786
2001-04-21,2000,30,2787
2001-04-22,2000,30,2788
2001-04-28,2000,31,2789
2001-04-29,2000,31,2790
2001-05-04,2000,32,2791
2001-05-05,2000,32,2792
2001-05-06,2000,32,2793
2001-05-12,2000,33,2794
2001-05-19,2000,34,2795
2001-05-20,2000,34,2796
2001-08-11,2001,1,2797
2001-08-12,2001,1,2798
2001-08-17,2001,2,2799
2001-08-18,2001,2,2800
2001-08-19,2001,2,2801
2001-08-25,2001,3,2802
2001-08-26,2001,3,2803
2001-09-07,2001,4,2804
2001-09-08,2001,4,2805
2001-09-09,2001,4,2806
2001-09-15,2001,5,2807
2001-09-16,2001,5,2808
2001-09-22,2001,6,2809
2001-09-23,2001,6,2810
2001-10-31,2001,6,2811
2001-12-21,2001,6,2812
2001-12-22,2001,6,2813
2001-09-29,2001,7,2814
2001-09-30,2001,7,2815
2001-10-09,2001,8,2816
2001-10-10,2001,8,2817
2001-10-13,2001,9,2818
2001-10-14,2001,9,2819
2001-10-20,2001,10,2820
2001-10-21,2001,10,2821
2001-10-27,2001,11,2822
2001-10-28,2001,11,2823
2001-11-03,2001,12,2824
2001-11-04,2001,12,2825
2001-11-24,2001,13,2826
2001-11-25,2001,13,2827
2001-11-30,2001,14,2828
2001-12-01,2001,14,2829
2001-12-02,2001,14,2830
2001-12-08,2001,15,2831
2001-12-09,2001,15,2832
2001-11-11,2001,16,2833
2001-11-28,2001,16,2834
2001-12-18,2001,17,2835
2001-12-19,2001,17,2836
2002-01-11,2001,18,2837
2002-01-12,2001,18,2838
2002-01-13,2001,18,2839
2002-01-19,2001,19,2840
2002-01-20,2001,19,2841
2002-04-16,2001,19,2842
2002-01-25,2001,20,2843
2002-01-26,2001,20,2844
2002-01-27,2001,20,2845
2002-02-02,2001,21,2846
2002-02-03,2001,21,2847
2002-03-13,2001,21,2848
2002-02-09,2001,22,2849
2002-02-10,2001,22,2850
2002-02-16,2001,23,2851
2002-02-17,2001,23,2852
2002-02-22,2001,24,2853
2002-02-23,2001,24,2854
